bp	count	normalized	reference
562	166	1.1997915253809753e-05	3.370030890670159e-05
638	144	1.0407830099690388e-05	1.1446587977331278e-05
621	124	8.962298141400057e-06	1.2496814961204195e-05
627	108	7.805872574767792e-06	1.1872653115998284e-05
643	107	7.733595976853275e-06	1.1168023416693239e-05
505	171	1.2359298243382337e-05	4.706040244474199e-05
571	152	1.098604288300652e-05	2.902516946161679e-05
528	150	1.0841489687177489e-05	4.565285816913223e-05
556	151	1.0913766285092006e-05	3.6688910734788506e-05
633	129	9.32368113097264e-06	1.1834348702324096e-05
564	143	1.0335553501775872e-05	3.283331423003132e-05
544	152	1.098604288300652e-05	4.195619639573959e-05
604	137	9.901893914288773e-06	1.5447827010200396e-05
502	172	1.2431574841296854e-05	4.6443244018454114e-05
659	109	7.878149172682309e-06	1.0625329914003328e-05
617	109	7.878149172682309e-06	1.2976906474381811e-05
579	157	1.1347425872579104e-05	2.4971190396487315e-05
688	95	6.866276801879076e-06	1.0163533046162639e-05
607	125	9.034574739314573e-06	1.477364074415133e-05
507	172	1.2431574841296854e-05	4.714787371775916e-05
674	105	7.589042781024242e-06	1.0565872316658319e-05
583	144	1.0407830099690388e-05	2.306740386611344e-05
592	145	1.0480106697604905e-05	1.9137199510841604e-05
520	157	1.1347425872579104e-05	4.6829861328113374e-05
563	155	1.1202872676750071e-05	3.319935006368654e-05
565	160	1.1564255666322655e-05	3.2250887044500276e-05
501	148	1.0696936491348455e-05	4.6310750766678096e-05
574	147	1.0624659893433939e-05	2.7549877827493733e-05
611	132	9.540510924716189e-06	1.3928085104985275e-05
690	91	6.57717041022101e-06	1.020012233683649e-05
631	115	8.311808760169408e-06	1.1889661419084959e-05
569	166	1.1997915253809753e-05	3.031208341953619e-05
561	142	1.0263276903861355e-05	3.4122086237867755e-05
605	131	9.468234326801672e-06	1.5260592749330294e-05
679	101	7.299936389366176e-06	1.0932479857980314e-05
531	157	1.1347425872579104e-05	4.5414456072085414e-05
510	141	1.019100030594684e-05	4.793511517491376e-05
673	112	8.094978966425857e-06	1.059974599591497e-05
595	124	8.962298141400057e-06	1.8117701814058057e-05
624	136	9.829617316374256e-06	1.2320871926752974e-05
514	157	1.1347425872579104e-05	4.7461598299904105e-05
527	153	1.1058319480921037e-05	4.583694803783505e-05
586	123	8.89002154348554e-06	2.1553807818316192e-05
524	151	1.0913766285092006e-05	4.6357059087687193e-05
584	146	1.0552383295519422e-05	2.2657775322866327e-05
610	133	9.612787522630706e-06	1.4168345251949126e-05
578	166	1.1997915253809753e-05	2.5475150704752953e-05
573	157	1.1347425872579104e-05	2.816860844986524e-05
575	142	1.0263276903861355e-05	2.6885410591779907e-05
521	142	1.0263276903861355e-05	4.664305584799336e-05
632	105	7.589042781024242e-06	1.1803476488318032e-05
670	94	6.794000203964559e-06	1.0565157682074845e-05
543	160	1.1564255666322655e-05	4.2239763398461944e-05
667	104	7.516766183109725e-06	1.0471254697806403e-05
636	121	8.745468347656506e-06	1.147531628758692e-05
695	83	5.998957626904877e-06	9.989876842378535e-06
662	119	8.600915151827475e-06	1.031846582385973e-05
539	145	1.0480106697604905e-05	4.3455070971117285e-05
694	94	6.794000203964559e-06	1.0092641295482049e-05
677	115	8.311808760169408e-06	1.0755393408195538e-05
517	161	1.1636532264237171e-05	4.6726096386592995e-05
518	162	1.1708808862151688e-05	4.713029370700571e-05
512	186	1.3443447212100085e-05	4.7469316353405625e-05
678	104	7.516766183109725e-06	1.0685787999765202e-05
640	129	9.32368113097264e-06	1.1256209324293891e-05
681	100	7.227659791451659e-06	1.0687503122765539e-05
601	127	9.179127935143607e-06	1.6118154249498706e-05
700	72	5.203915049845194e-06	1.0271157014433773e-05
576	120	8.673191749741991e-06	2.648978888636888e-05
602	122	8.817744945571023e-06	1.59689385484694e-05
588	131	9.468234326801672e-06	2.0769853680245567e-05
626	129	9.32368113097264e-06	1.2031016139696051e-05
656	115	8.311808760169408e-06	1.0611894783834023e-05
622	128	9.251404533058124e-06	1.2398481242518216e-05
506	171	1.2359298243382337e-05	4.701466583139967e-05
651	125	9.034574739314573e-06	1.0702224595185096e-05
534	166	1.1997915253809753e-05	4.486390158897729e-05
666	123	8.89002154348554e-06	1.031417801635889e-05
639	126	9.10685133722909e-06	1.135697280056368e-05
665	127	9.179127935143607e-06	1.0342477545864447e-05
599	155	1.1202872676750071e-05	1.681578052988571e-05
606	123	8.89002154348554e-06	1.494958377860255e-05
658	106	7.661319378938759e-06	1.0515276188148383e-05
552	172	1.2431574841296854e-05	3.87306217397728e-05
600	107	7.733595976853275e-06	1.6467324706983947e-05
699	64	4.625702266529062e-06	1.0096357395316112e-05
612	150	1.0841489687177489e-05	1.3815458694629823e-05
589	103	7.444489585195208e-06	2.030605583557115e-05
653	110	7.950425770596824e-06	1.0672495796512592e-05
629	148	1.0696936491348455e-05	1.2051454688783398e-05
535	127	9.179127935143607e-06	4.4387097394883656e-05
509	190	1.3732553603758152e-05	4.806632208443953e-05
616	107	7.733595976853275e-06	1.3210734910094398e-05
533	145	1.0480106697604905e-05	4.499239288708586e-05
519	184	1.3298894016271052e-05	4.69460609113862e-05
598	129	9.32368113097264e-06	1.71689529410384e-05
523	158	1.1419702470493621e-05	4.655658506339304e-05
581	133	9.612787522630706e-06	2.3914245847529748e-05
567	136	9.829617316374256e-06	3.120652006421184e-05
553	166	1.1997915253809753e-05	3.8398173731540846e-05
637	137	9.901893914288773e-06	1.1444301146664162e-05
660	95	6.866276801879076e-06	1.0488977635476551e-05
671	106	7.661319378938759e-06	1.0483260558808761e-05
572	135	9.75734071845974e-06	2.8568660889693806e-05
652	105	7.589042781024242e-06	1.0576305981577034e-05
691	104	7.516766183109725e-06	9.94356852136944e-06
608	137	9.901893914288773e-06	1.4645292372959457e-05
620	124	8.962298141400057e-06	1.2521255463958994e-05
654	141	1.019100030594684e-05	1.0674639700263011e-05
538	156	1.1275149274664588e-05	4.3573986165807304e-05
668	98	7.0831065956226254e-06	1.0490835685393582e-05
587	115	8.311808760169408e-06	2.104127189504887e-05
692	82	5.92668102899036e-06	1.0083208118980196e-05
554	149	1.0769213089262972e-05	3.7728846980659404e-05
661	99	7.155383193537142e-06	1.0446671268134908e-05
696	71	5.131638451930677e-06	9.947713401953588e-06
672	95	6.866276801879076e-06	1.0501412277228993e-05
591	154	1.1130596078835554e-05	1.9502377782996652e-05
504	175	1.2648404635040402e-05	4.697150190255786e-05
697	73	5.276191647759711e-06	9.975727077625756e-06
669	120	8.673191749741991e-06	1.0647483586091012e-05
546	161	1.1636532264237171e-05	4.113479540549495e-05
594	149	1.0769213089262972e-05	1.8484023501546664e-05
560	150	1.0841489687177489e-05	3.4660634859973515e-05
646	121	8.745468347656506e-06	1.0903179840057894e-05
693	77	5.565298039417777e-06	1.0155814992661121e-05
